published,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,published,year,quarter,month,profit,content_duration_cat,price_cat
2016-07-07,895302,Adobe After Effect: Create 15 Advance Motion Graphic Element,https://www.udemy.com/15-advance-mograph-elements-with-after-effect/,True,30,140,6,21,All Levels,2.5,Graphic Design,2016-07-07,2016,3,July,4200,1 : 3,20:50
2015-01-27,403764,Learn Sketch 3 Mobile App Design From Scratch,https://www.udemy.com/learn-sketch-3-graphic-design-from-scratch/,True,60,528,9,20,All Levels,1.5,Graphic Design,2015-01-27,2015,1,January,31680,1 : 3,50:80
2014-01-17,145178,Learn Real Graphic Design,https://www.udemy.com/learn-real-design/,True,20,297,27,19,All Levels,1.5,Graphic Design,2014-01-17,2014,1,January,5940,1 : 3,1:20
2017-05-22,1127944,Designing With Halftones: Create a Dot Pattern Portrait!,https://www.udemy.com/halftones/,True,20,228,0,7,Intermediate Level,1.0,Graphic Design,2017-05-22,2017,2,May,4560,0 : 1,1:20
2015-04-05,435626,A Beginners Guide to creating Vector Graphics With Photoshop,https://www.udemy.com/beginners-guide-course-to-vector-graphics-with-adobe-photoshop-course/,True,20,1207,5,19,Beginner Level,2.0,Graphic Design,2015-04-05,2015,2,April,24140,1 : 3,1:20
2017-02-17,1114470,Adobe Photoshop CS6 para Iniciantes,https://www.udemy.com/adobe-photoshop-cs6-para-iniciantes/,True,40,5,0,63,Beginner Level,7.0,Graphic Design,2017-02-17,2017,1,February,200,3 : 7,20:50
2017-04-27,1143148,PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,https://www.udemy.com/photoshop-dessiner-laffiche-du-film-rogue-one-en-style-bd/,True,50,4,0,20,Intermediate Level,4.5,Graphic Design,2017-04-27,2017,2,April,200,3 : 7,20:50
2015-10-15,640164,Doble exposición con Photoshop,https://www.udemy.com/doble-exposicion-con-photoshop/,True,20,36,0,5,All Levels,0.5666666666666667,Graphic Design,2015-10-15,2015,4,October,720,0 : 1,1:20
2017-05-01,1141560,Débuter avec KRITA,https://www.udemy.com/debuter-avec-krita/,True,25,3,0,14,Intermediate Level,2.0,Graphic Design,2017-05-01,2017,2,May,75,1 : 3,20:50
2017-03-17,1139792,会声会影深度教学,https://www.udemy.com/nice-ppt/,True,200,3,2,12,Beginner Level,0.6,Graphic Design,2017-03-17,2017,1,March,600,0 : 1,170:200
2017-05-25,1221032,Criando um poster com foto colagem digital,https://www.udemy.com/criando-poster-digital-foto-colagem/,True,25,1,0,8,Beginner Level,0.6833333333333333,Graphic Design,2017-05-25,2017,2,May,25,0 : 1,20:50
2017-04-17,1075366,Adobe InDesign CC 2017 Quick Start,https://www.udemy.com/adobe-indesign-cc-2017-quick-start/,True,35,2,0,29,Beginner Level,2.5,Graphic Design,2017-04-17,2017,2,April,70,1 : 3,20:50
2014-06-12,223884,初めてのiDraw入門,https://www.udemy.com/first-idraw/,True,20,13,0,14,All Levels,1.5,Graphic Design,2014-06-12,2014,2,June,260,1 : 3,1:20
2017-04-15,1164488,Interiores Sostenibles 101,https://www.udemy.com/interiores-sostenibles-101/,True,30,1,0,5,Beginner Level,1.0,Graphic Design,2017-04-15,2017,2,April,30,0 : 1,20:50
2017-03-07,1122306,Wordpress: Comment utiliser le thème FABLE,https://www.udemy.com/wordpress-comment-utiliser-le-theme-fable/,True,20,1,0,10,Beginner Level,0.65,Graphic Design,2017-03-07,2017,1,March,20,0 : 1,1:20
2014-03-31,177584,Adobe InDesign CS6,https://www.udemy.com/adobe-indesign-cs62/,True,50,5,0,35,Beginner Level,5.0,Graphic Design,2014-03-31,2014,1,March,250,3 : 7,20:50
2015-12-22,586914,Aprende Photoshop con Ejercicios Prácticos.,https://www.udemy.com/aprende-photoshop-con-ejercicios-practicos/,True,20,3,0,46,All Levels,4.0,Graphic Design,2015-12-22,2015,4,December,60,3 : 7,1:20
2015-01-20,397204,Typography Design: Learn Web Typography The Practical Way,https://www.udemy.com/typography-design-learn-web-typography/,True,20,970,9,34,Beginner Level,2.0,Graphic Design,2015-01-20,2015,1,January,19400,1 : 3,1:20
2013-06-07,58791,Toon Boom Studio Tutorial - Cartoon Animation Made Simple,https://www.udemy.com/toon-boom-studio-tutorial/,True,50,342,20,81,All Levels,5.0,Graphic Design,2013-06-07,2013,2,June,17100,3 : 7,20:50
2017-05-09,1182330,Learn Logo Designing: 5 Types of Logo Designs in Illustrator,https://www.udemy.com/learn-logo-design-tutorial-in-illustrator-beginners/,True,30,106,2,19,Beginner Level,3.0,Graphic Design,2017-05-09,2017,2,May,3180,1 : 3,20:50
2014-04-16,172906,Practical Font Design,https://www.udemy.com/practical-font-design/,True,50,229,23,26,Intermediate Level,7.5,Graphic Design,2014-04-16,2014,2,April,11450,7 : 12,20:50
2016-04-26,766906,Smashing Photoshop CC/CS,https://www.udemy.com/smashing-photoshop/,True,20,437,7,76,Beginner Level,5.0,Graphic Design,2016-04-26,2016,2,April,8740,3 : 7,1:20
2014-12-29,379814,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",https://www.udemy.com/sketching-drawing/,True,20,500,16,31,All Levels,2.0,Graphic Design,2014-12-29,2014,4,December,10000,1 : 3,1:20
2015-03-31,445102,Converting Type to Outlines in Adobe InDesign,https://www.udemy.com/type-to-outlines-indesign/,True,20,725,1,12,Intermediate Level,0.6333333333333333,Graphic Design,2015-03-31,2015,1,March,14500,0 : 1,1:20
2015-10-30,655198,Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling,https://www.udemy.com/siemens-nx-unigraphics-ug-basic-to-advance-3d-modelling/,True,50,142,23,88,All Levels,10.5,Graphic Design,2015-10-30,2015,4,October,7100,7 : 12,20:50
2015-08-07,575040,Typography From A to Z,https://www.udemy.com/typography-from-a-to-z/,True,100,317,15,76,All Levels,6.0,Graphic Design,2015-08-07,2015,3,August,31700,3 : 7,80:110
2016-09-27,966268,Digital Asset Designer: Creating and Selling Mockups,https://www.udemy.com/digital-asset-designer-mockups/,True,50,50,12,28,Beginner Level,3.0,Graphic Design,2016-09-27,2016,3,September,2500,1 : 3,20:50
2015-06-26,536780,Adobe Illustrator CC - From scratch ,https://www.udemy.com/adobe-illustrator-cc-from-scratch/,True,45,115,12,24,Beginner Level,5.5,Graphic Design,2015-06-26,2015,2,June,5175,3 : 7,20:50
2015-02-26,431562,Photoshop: 5 Practical Techniques to Improve Your Skills,https://www.udemy.com/photoshop-5-practical-techniques-to-improve-your-skills/,True,20,780,5,5,Intermediate Level,0.7166666666666667,Graphic Design,2015-02-26,2015,1,February,15600,0 : 1,1:20
2016-12-22,1047408,Easy Coloring Book Design,https://www.udemy.com/easy-coloring-book-design/,True,25,0,0,9,Beginner Level,0.5833333333333334,Graphic Design,2016-12-22,2016,4,December,0,0 : 1,20:50
2017-05-25,987865,Make Patterns in Illustrator,https://www.udemy.com/make-patterns-in-illustrator/,True,20,0,0,32,Beginner Level,3.5,Graphic Design,2017-05-25,2017,2,May,0,3 : 7,1:20
2014-12-19,371900,Learn to create Text fire effect in Adobe Photoshop ,https://www.udemy.com/learn-to-create-text-fire-effect-in-adobe-photoshop/,True,20,0,0,8,All Levels,0.6,Graphic Design,2014-12-19,2014,4,December,0,0 : 1,1:20
2016-10-31,995384,Professional Business Logo Design Using Free Online Tools,https://www.udemy.com/professional-business-logo-design-using-free-online-tools/,True,20,0,0,5,All Levels,0.6166666666666667,Graphic Design,2016-10-31,2016,4,October,0,0 : 1,1:20
2017-06-19,1252410,Beginners Guide to Kindle Ebook Covers Design With Fireworks,https://www.udemy.com/beginners-guide-to-kindle-ebook-covers-design-with-fireworks/,True,20,0,0,16,All Levels,1.5,Graphic Design,2017-06-19,2017,2,June,0,1 : 3,1:20
2017-07-06,1216554,Photoshop isn't like what you imagine A to Z .,https://www.udemy.com/photoshop-a-to-z/,True,35,343,0,24,All Levels,3.5,Graphic Design,2017-07-06,2017,3,July,12005,3 : 7,20:50
2017-07-03,1275872,The Complete Adobe Spark Course,https://www.udemy.com/the-complete-adobe-spark-course/,True,150,0,0,29,All Levels,2.0,Graphic Design,2017-07-03,2017,3,July,0,1 : 3,140:170
2017-03-09,1133764,The Art of Logo Design : Everything You Need to Know,https://www.udemy.com/the-art-of-logo-design/,True,20,0,0,18,All Levels,1.0,Graphic Design,2017-03-09,2017,1,March,0,0 : 1,1:20
2017-05-28,1226332,Aprende a utilizar Canva,https://www.udemy.com/aprende-a-utilizar-canva/,True,20,677,45,11,Beginner Level,0.6666666666666666,Graphic Design,2017-05-28,2017,2,May,13540,0 : 1,1:20
2017-06-08,1245356,Photoshop - Revelando os segredos das Fusões,https://www.udemy.com/curso-de-photoshop-gratuito/,True,20,858,25,17,Expert Level,3.5,Graphic Design,2017-06-08,2017,2,June,17160,3 : 7,1:20
2017-02-01,1092766,Create Mobile App Design from Scratch in Photoshop,https://www.udemy.com/create-mobile-app-design-from-scratch-in-photoshop/,True,125,1359,7,24,Beginner Level,2.5,Graphic Design,2017-02-01,2017,1,February,169875,1 : 3,110:140
2016-08-09,908664,Word Swag : Create Stunning Images with the Word Swag App,https://www.udemy.com/word-swag/,True,100,2416,19,14,All Levels,1.0,Graphic Design,2016-08-09,2016,3,August,241600,0 : 1,80:110
2017-05-30,1234108,How to Draw Majestic Animals: Dogs,https://www.udemy.com/how-to-draw-dogs/,True,35,1524,5,11,All Levels,1.0,Graphic Design,2017-05-30,2017,2,May,53340,0 : 1,20:50
2017-01-16,1068902,Learn How To Design a Logo in Adobe Illustrator in 30 Mins,https://www.udemy.com/30minlogo/,True,50,1270,53,14,Beginner Level,0.5,Graphic Design,2017-01-16,2017,1,January,63500,0 : 1,20:50
2017-02-21,1076222,The most popular techniques in Photoshop,https://www.udemy.com/the-most-popular-techniques-in-photoshop/,True,20,1753,18,15,Intermediate Level,1.0,Graphic Design,2017-02-21,2017,1,February,35060,0 : 1,1:20
2017-01-31,1013676,Adobe Illustrator CC 2017 for beginners,https://www.udemy.com/adobe-illustrator-cc-2017/,True,195,2489,39,12,Beginner Level,1.5,Graphic Design,2017-01-31,2017,1,January,485355,1 : 3,170:200
2017-05-07,1182900,How to Create awesome Cinema-graph With Adobe Photoshop?,https://www.udemy.com/how-to-create-awesome-cinema-graph-with-adobe-photoshop/,True,20,1602,8,16,Beginner Level,1.0,Graphic Design,2017-05-07,2017,2,May,32040,0 : 1,1:20
2017-04-24,1178226,Learn to Create a Mandala with Adobe Illustrator,https://www.udemy.com/learn-to-create-a-mandala-with-adobe-illustrator/,True,50,7,0,28,All Levels,4.5,Graphic Design,2017-04-24,2017,2,April,350,3 : 7,20:50
2017-04-11,1165268,15  Motion Graphic Elements in After Effect (Series 2),https://www.udemy.com/15-motion-graphic-elements-in-after-effect-series-2/,True,30,8,0,20,Intermediate Level,3.0,Graphic Design,2017-04-11,2017,2,April,240,1 : 3,20:50
2017-03-16,1133648,Fantasy map design,https://www.udemy.com/fantasy-map-design/,True,30,7,2,18,All Levels,2.5,Graphic Design,2017-03-16,2017,1,March,210,1 : 3,20:50
2015-04-17,471136,Creating 2D Game Assets,https://www.udemy.com/creating-2d-game-assets/,True,25,57,0,12,All Levels,2.0,Graphic Design,2015-04-17,2015,2,April,1425,1 : 3,20:50
2013-07-23,63712,create 9 professional logo design full version,https://www.udemy.com/create-9-professional-logo-design-full-version-beginner/,True,35,91,3,34,All Levels,2.0,Graphic Design,2013-07-23,2013,3,July,3185,1 : 3,20:50
2017-01-03,1055424,Stencil - Simple Graphic Design For Entrepreneurs,https://www.udemy.com/stencil-graphic-design/,True,95,11,0,10,All Levels,1.0,Graphic Design,2017-01-03,2017,1,January,1045,0 : 1,80:110
2016-06-20,843620,Learn Adobe InDesign from Scratch,https://www.udemy.com/learn-adobe-indesign-from-scratch/,True,40,6,2,46,Beginner Level,4.5,Graphic Design,2016-06-20,2016,2,June,240,3 : 7,20:50
2017-05-01,1153326,Getting the Life of an Instructional Designer,https://www.udemy.com/getting-the-life-of-an-instructional-designer/,True,40,5,0,16,All Levels,1.5,Graphic Design,2017-05-01,2017,2,May,200,1 : 3,20:50
2015-07-14,551964,Drawing for All Levels: How to Design Cartoon Women,https://www.udemy.com/drawing-for-all-levels-how-to-design-cartoon-women/,True,20,5,2,20,All Levels,1.5,Graphic Design,2015-07-14,2015,3,July,100,1 : 3,1:20
2017-05-01,1104858,Photoshop Tools 101,https://www.udemy.com/photoshoptools101/,True,50,6,0,49,All Levels,3.0,Graphic Design,2017-05-01,2017,2,May,300,1 : 3,20:50
2015-06-02,517866,How to create gif animation in photoshop,https://www.udemy.com/how-to-create-gif-animation-in-photoshop/,True,20,34,0,18,All Levels,1.0,Graphic Design,2015-06-02,2015,2,June,680,0 : 1,1:20
2017-01-03,1036766,How to Color Comic Books... with a Mouse,https://www.udemy.com/how-to-color-comic-books-with-a-mouse/,True,30,7,0,8,All Levels,2.0,Graphic Design,2017-01-03,2017,1,January,210,1 : 3,20:50
2015-03-05,337072,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),https://www.udemy.com/learn-photoshop-in-one-hour-no-experience-needed/,True,200,5471,72,39,Beginner Level,6.5,Graphic Design,2015-03-05,2015,1,March,1094200,3 : 7,170:200
2016-01-24,737642,How To Design A Fortune 500 Logo in Illustrator,https://www.udemy.com/logo-logo-design-logos-logo-maker-graphic-design-logo-creator/,True,195,3599,43,72,Intermediate Level,5.0,Graphic Design,2016-01-24,2016,1,January,701805,3 : 7,170:200
2015-06-20,520766,Canva : Graphic Design Theory Volume2,https://www.udemy.com/canva-course-graphic-design-theory-in-social-media-volume-2/,True,200,4961,38,29,All Levels,2.0,Graphic Design,2015-06-20,2015,2,June,992200,1 : 3,170:200
2016-02-26,757900,Canva : Book Cover Design,https://www.udemy.com/canva-book-cover-design/,True,100,3377,20,15,Beginner Level,2.0,Graphic Design,2016-02-26,2016,1,February,337700,1 : 3,80:110
2016-09-25,961684,Mastering Logo Design - 20 Projects step-by-step,https://www.udemy.com/mastering-logo-designing-20-projects-step-by-step/,True,200,2599,24,77,All Levels,7.5,Graphic Design,2016-09-25,2016,3,September,519800,7 : 12,170:200
2017-03-15,1134692,Learn Inkscape : Design Logos and Game Arts,https://www.udemy.com/design-logos-and-game-arts-inkscape/,True,20,1675,20,12,Beginner Level,1.0,Graphic Design,2017-03-15,2017,1,March,33500,0 : 1,1:20
2017-04-05,1153710,Learn Adobe Photoshop from scratch to professional,https://www.udemy.com/learn-adobe-photoshop-hot-skill-of-today/,True,20,1276,3,19,Beginner Level,3.5,Graphic Design,2017-04-05,2017,2,April,25520,3 : 7,1:20
2017-06-27,1269190,7 Secrets To Designing In Black and White,https://www.udemy.com/secrets-to-designing-in-black-and-white/,True,100,1000,1,12,All Levels,1.5,Graphic Design,2017-06-27,2017,2,June,100000,1 : 3,80:110
2015-02-13,303042,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,https://www.udemy.com/photoshop-cs-6-ile-fotograf-islemenin-temelleri/,True,20,86,10,78,Beginner Level,6.0,Graphic Design,2015-02-13,2015,1,February,1720,3 : 7,1:20
2015-10-22,647520,誰でもわかる Adobe Illustrator CS6,https://www.udemy.com/adobe-illustrator-cs6-j/,True,20,11,2,15,Beginner Level,3.0,Graphic Design,2015-10-22,2015,4,October,220,1 : 3,1:20
2015-12-09,681878,Devenez le king de l'illustration automobile,https://www.udemy.com/virtuel-car/,True,50,42,10,32,Beginner Level,4.5,Graphic Design,2015-12-09,2015,4,December,2100,3 : 7,20:50
2016-06-09,873296,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),https://www.udemy.com/coreldraw-x8-egitimi-temel/,True,105,28,6,103,All Levels,12.0,Graphic Design,2016-06-09,2016,2,June,2940,7 : 12,80:110
2017-03-31,1164720,调色中级课程,https://www.udemy.com/ixlnjjvn/,True,200,5,3,7,Beginner Level,1.0,Graphic Design,2017-03-31,2017,1,March,1000,0 : 1,170:200
2016-11-24,1019552,Drawing and paint  hot girl with photoshop,https://www.udemy.com/drawing-and-paint-hot-girl-with-photoshop/,True,35,74,1,11,All Levels,1.5,Graphic Design,2016-11-24,2016,4,November,2590,1 : 3,20:50
2017-03-30,1147664,Photoshop CC Eğitim Seti (YENİ),https://www.udemy.com/photoshop-cc-egitim-seti-yeni/,True,100,27,5,202,All Levels,16.0,Graphic Design,2017-03-30,2017,1,March,2700,12 : 20,80:110
2016-09-06,948294,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,https://www.udemy.com/arabic-photoshop-for-beginers-easy/,True,120,13,9,7,Beginner Level,1.0,Graphic Design,2016-09-06,2016,3,September,1560,0 : 1,110:140
2015-01-17,393850,Creación de iconos con Illustrator,https://www.udemy.com/creacion-de-iconos-con-illustrator/,True,20,27,3,54,All Levels,3.0,Graphic Design,2015-01-17,2015,1,January,540,1 : 3,1:20
2016-01-19,733878,Adobe Illustrator Course in Urdu Basics Level Training,https://www.udemy.com/adobe-illustrator-course-in-urdu-basics-level-training/,False,0,1433,57,8,Beginner Level,1.0,Graphic Design,2016-01-19,2016,1,January,0,0 : 1,free
2016-05-27,860656,GraphicDesign Studio,https://www.udemy.com/graphic-design-studio/,True,95,110,9,22,Beginner Level,2.5,Graphic Design,2016-05-27,2016,2,May,10450,1 : 3,80:110
2017-07-03,1246252,Aula de Photoshop - Aprenda como recortar imagens,https://www.udemy.com/aula-de-photoshop-aprenda-como-recortar-imagens/,True,65,15,1,14,Beginner Level,2.0,Graphic Design,2017-07-03,2017,3,July,975,1 : 3,50:80
2015-09-30,622122,Make your own great designs in PowerPoint: Quick & Easy,https://www.udemy.com/design-in-powerpoint/,True,20,19,6,10,Beginner Level,1.0,Graphic Design,2015-09-30,2015,3,September,380,0 : 1,1:20
2014-06-17,222976,Create Kindle eBook Covers with PowerPoint,https://www.udemy.com/create-kindle-ebook-covers-with-powerpoint/,True,30,87,7,23,All Levels,2.0,Graphic Design,2014-06-17,2014,2,June,2610,1 : 3,20:50
2015-03-22,439968,Magazine Design: Start your own magazine in less than 24hrs,https://www.udemy.com/how-to-start-your-own-magazine/,True,20,802,10,30,All Levels,2.0,Graphic Design,2015-03-22,2015,1,March,16040,1 : 3,1:20
2016-05-17,852060,Essential Skills for Designers - Adobe Bridge,https://www.udemy.com/essential-skills-for-designers-adobe-bridge/,True,20,14,5,13,All Levels,1.0,Graphic Design,2016-05-17,2016,2,May,280,0 : 1,1:20
2015-07-08,546848,Learn to code in Python and learn Adobe Photoshop today!,https://www.udemy.com/learn-to-code-in-python-and-learn-adobe-photoshop-today/,True,50,1132,1,29,All Levels,2.0,Graphic Design,2015-07-08,2015,3,July,56600,1 : 3,20:50
2013-08-21,81278,How to draw Caricatures,https://www.udemy.com/how-to-draw-caricatures/,True,20,347,31,11,All Levels,4.0,Graphic Design,2013-08-21,2013,3,August,6940,3 : 7,1:20
2013-05-13,53556,Essential Skills for Designers - Working with Type,https://www.udemy.com/working-with-type/,True,45,219,11,25,All Levels,2.0,Graphic Design,2013-05-13,2013,2,May,9855,1 : 3,20:50
2017-05-01,1158854,Affinity Designer for beginners,https://www.udemy.com/affinity-designer-for-beginners-dc/,True,20,30,6,23,Beginner Level,4.5,Graphic Design,2017-05-01,2017,2,May,600,3 : 7,1:20
2013-07-30,68876,How to Create Top Ranking Mobile App Icons - iOS Edition,https://www.udemy.com/appicondesigner/,True,35,130,6,13,All Levels,1.0,Graphic Design,2013-07-30,2013,3,July,4550,0 : 1,20:50
2015-06-24,514496,Canva - Making Design Simple,https://www.udemy.com/design-with-canva/,True,20,509,4,15,All Levels,0.5333333333333333,Graphic Design,2015-06-24,2015,2,June,10180,0 : 1,1:20
2015-10-25,649404,Ribbon Lettering: From Sketch to Wordmark,https://www.udemy.com/ribbon-lettering-from-sketch-to-wordmark/,True,40,342,2,8,All Levels,0.7166666666666667,Graphic Design,2015-10-25,2015,4,October,13680,0 : 1,20:50
2013-10-24,108384,How to Make a Custom Graphic ,https://www.udemy.com/customgraphicsforbusiness/,True,20,87,8,8,Beginner Level,1.0,Graphic Design,2013-10-24,2013,4,October,1740,0 : 1,1:20
2016-02-14,753934,Create Flat Designs with Inkscape ,https://www.udemy.com/create-flat-designs-with-inkscape/,True,30,259,3,11,Beginner Level,1.5,Graphic Design,2016-02-14,2016,1,February,7770,1 : 3,20:50
2014-04-29,206592,:::Beginners Guide To Creating Amazing Images with Canva:::,https://www.udemy.com/beginners-guide-to-creating-amazing-images-with-canva/,True,25,72,5,17,Beginner Level,1.0,Graphic Design,2014-04-29,2014,2,April,1800,0 : 1,20:50
2012-06-01,15467,Learn To Draw - The COMIC BOOK STYLE,https://www.udemy.com/learn-to-draw/,True,55,363,14,19,All Levels,2.0,Graphic Design,2012-06-01,2012,2,June,19965,1 : 3,50:80
2016-10-21,983444,Adobe Illustrator Vectors For Hand Letterers,https://www.udemy.com/adobe-illustrator-vectors-for-hand-letterers/,True,100,23,2,9,Beginner Level,0.6166666666666667,Graphic Design,2016-10-21,2016,4,October,2300,0 : 1,80:110
2013-09-29,74782,How To Create Amazing YouTube Custom Thumbnail Images,https://www.udemy.com/how-to-create-amazing-youtube-custom-thumbnail-images/,True,25,78,6,16,All Levels,1.5,Graphic Design,2013-09-29,2013,3,September,1950,1 : 3,20:50
2015-03-26,456988,Graphic Design Bootcamp: Professional Workflow & Layout Tips,https://www.udemy.com/graphic-design-bootcamp-layout-and-workflow-basics/,True,20,99,10,9,All Levels,1.5,Graphic Design,2015-03-26,2015,1,March,1980,1 : 3,1:20
2016-12-24,1049760,Promotional Design Master Class,https://www.udemy.com/promotional-design-master-class/,True,50,14,2,26,All Levels,2.0,Graphic Design,2016-12-24,2016,4,December,700,1 : 3,20:50
2016-04-01,808808,Introduction to GIMP 2.8: Tutorials for Beginners,https://www.udemy.com/introduction-to-gimp-for-beginners/,True,20,282,8,28,Beginner Level,3.0,Graphic Design,2016-04-01,2016,2,April,5640,1 : 3,1:20
2015-09-15,599652,48 Logo Designs and Techniques,https://www.udemy.com/professional-logo-design-vol-2/,True,20,113,9,48,All Levels,9.0,Graphic Design,2015-09-15,2015,3,September,2260,7 : 12,1:20
2015-07-02,524748,Photoshop JumpStart,https://www.udemy.com/photoshop-jumpstart/,True,20,66,13,13,Beginner Level,2.0,Graphic Design,2015-07-02,2015,3,July,1320,1 : 3,1:20
2014-10-08,310652,How To Sell Practically Anything: Professional Design Mockup,https://www.udemy.com/how-to-sell-practically-anything-professional-design-mockup/,True,50,52,2,19,All Levels,2.5,Graphic Design,2014-10-08,2014,4,October,2600,1 : 3,20:50
2016-11-03,946326,"Learn Calligraphy, Handwriting animation wz After Effects",https://www.udemy.com/animate_calligraphy_art/,True,40,116,1,18,All Levels,2.5,Graphic Design,2016-11-03,2016,4,November,4640,1 : 3,20:50
2017-03-27,1146166,LaTeX A-Z: from beginner to advance in less than 3 hour,https://www.udemy.com/become-a-good-latex-user-to-create-professional-documents/,True,95,623,14,30,Beginner Level,3.0,Graphic Design,2017-03-27,2017,1,March,59185,1 : 3,80:110
2017-04-24,1190334,Course Bundle | Exploring Art : Silhouette & Linear Line Art,https://www.udemy.com/course-bundle-exploring-art-silhouette-linear-line-art/,True,80,827,1,15,All Levels,1.0,Graphic Design,2017-04-24,2017,2,April,66160,0 : 1,50:80
2016-07-05,895394,How To Build Your Own Web Banner Design Business,https://www.udemy.com/how-to-build-your-own-web-banner-design-business/,True,20,5000,7,21,All Levels,1.0,Graphic Design,2016-07-05,2016,3,July,100000,0 : 1,1:20
2017-03-02,1100628,Canva: Design and Sell Your Own Professional Canva Designs,https://www.udemy.com/canva-design-and-sell-your-own-professional-graphic-designs/,True,200,793,26,52,All Levels,3.0,Graphic Design,2017-03-02,2017,1,March,158600,1 : 3,170:200
2016-11-14,996868,How to Design a Logo in Adobe Illustrator,https://www.udemy.com/logoworkshop/,True,100,972,44,24,All Levels,1.0,Graphic Design,2016-11-14,2016,4,November,97200,0 : 1,80:110
2015-05-20,449788,Graphic Design: Beginner's Graphic Design Guide to Photoshop,https://www.udemy.com/how-to-use-adobe-photoshop-for-beginners/,True,25,4550,74,15,All Levels,1.0,Graphic Design,2015-05-20,2015,2,May,113750,0 : 1,20:50
2016-03-17,792232,Most Wanted Flat Design Techniques,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-illustrator/,True,195,2081,35,61,Intermediate Level,4.5,Graphic Design,2016-03-17,2016,1,March,405795,3 : 7,170:200
2017-04-18,1164876,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,https://www.udemy.com/learn-3ds-max-tutorial-for-beginners-in-urdu-hindi/,True,20,785,2,29,All Levels,4.5,Graphic Design,2017-04-18,2017,2,April,15700,3 : 7,1:20
2016-06-05,861444,Design your own Social Media Logo Icons in Adobe Illustrator,https://www.udemy.com/design-social-media-logo-icons-in-adobe-illustrator/,True,50,2424,29,15,Beginner Level,1.5,Graphic Design,2016-06-05,2016,2,June,121200,1 : 3,20:50
2014-10-23,148982,Mashup - Transform a scanned sketch into a digital painting,https://www.udemy.com/mashup-transform-a-scanned-sketch-into-a-digital-painting/,True,20,57,3,16,Intermediate Level,2.0,Graphic Design,2014-10-23,2014,4,October,1140,1 : 3,1:20
2016-06-01,861742,Motion Graphic With After Effect From Scratch in 5 Hours,https://www.udemy.com/motion-graphic-with-ae/,True,30,50,7,45,All Levels,4.0,Graphic Design,2016-06-01,2016,2,June,1500,3 : 7,20:50
2016-04-10,817074,Introduction to Photoshop CC: Tutorials for Beginners,https://www.udemy.com/introduction-to-photoshop-cc-tutorials-for-beginners/,True,20,262,0,12,Beginner Level,1.0,Graphic Design,2016-04-10,2016,2,April,5240,0 : 1,1:20
2014-10-25,286160,Making Killer Images in Photoshop that WOW Clients!,https://www.udemy.com/killer-photoshop-images/,True,95,45,1,26,Intermediate Level,5.0,Graphic Design,2014-10-25,2014,4,October,4275,3 : 7,80:110
2016-03-15,788722,Simple Photoshop CC: Smart Objects,https://www.udemy.com/simple-photoshop-cc-smart-objects/,True,20,272,0,11,Intermediate Level,0.5,Graphic Design,2016-03-15,2016,1,March,5440,0 : 1,1:20
2016-11-27,1008654,Learn Photo Manipulation - Build 3 projects,https://www.udemy.com/learn-photo-manipulation-build-3-projects/,True,40,10,1,18,All Levels,2.5,Graphic Design,2016-11-27,2016,4,November,400,1 : 3,20:50
2016-09-26,964478,Zombie Apocalypse Photoshop Actions,https://www.udemy.com/zombie-apocalypse-photoshop-actions/,True,50,12,1,15,All Levels,1.5,Graphic Design,2016-09-26,2016,3,September,600,1 : 3,20:50
2016-11-24,953220,Creative Perspective Illustration with GIMP,https://www.udemy.com/creative-perspective/,True,50,43,3,57,All Levels,6.5,Graphic Design,2016-11-24,2016,4,November,2150,3 : 7,20:50
2013-08-21,64078,iPhone icons in iOS7 - learn flat design,https://www.udemy.com/iphone-icon-secrets-flat-design/,True,20,165,4,41,All Levels,3.0,Graphic Design,2013-08-21,2013,3,August,3300,1 : 3,1:20
2017-04-17,1046540,How to draw professional manga artwork by Punix,https://www.udemy.com/punix_drawface/,True,35,83,3,17,Beginner Level,1.5,Graphic Design,2017-04-17,2017,2,April,2905,1 : 3,20:50
2015-09-28,622284,How do I Create a Stylized Graphics from Images in Photoshop,https://www.udemy.com/how-do-i-create-a-stylized-graphics-from-images-in-photoshop/,True,50,17,1,12,All Levels,1.0,Graphic Design,2015-09-28,2015,3,September,850,0 : 1,20:50
2013-02-16,31150,Advance Design of Logos and Brand Identity   ,https://www.udemy.com/advance-design-of-logos-and-brand-identity/,True,20,34,4,38,All Levels,2.0,Graphic Design,2013-02-16,2013,1,February,680,1 : 3,1:20
