published,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,published,year,quarter,month,profit,content_duration_cat,price_cat
2016-05-16,837322,Essentials of money value: Get a financial Life !,https://www.udemy.com/essentials-of-money-value/,True,20,0,0,20,All Levels,0.6166666666666667,Business Finance,2016-05-16,2016,2,May,0,0 : 1,1:20
2017-04-23,1157298,Introduction to Forex Trading Business For Beginners,https://www.udemy.com/introduction-to-forex-trading-business-for-beginners/,True,20,0,0,27,Beginner Level,1.5,Business Finance,2017-04-23,2017,2,April,0,1 : 3,1:20
2017-07-06,1282064,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,https://www.udemy.com/cryptocurrency-btc-eth-investment-trading-course-2017/,True,20,0,0,7,Beginner Level,2.5,Business Finance,2017-07-06,2017,3,July,0,1 : 3,1:20
2017-07-03,1247992,Introduction to Project Management for Finance and Acct'g,https://www.udemy.com/introduction-to-project-management-m/,True,50,0,0,9,Beginner Level,2.0,Business Finance,2017-07-03,2017,3,July,0,1 : 3,20:50
2017-06-29,1251582,Best Practices in Corporate Budgeting,https://www.udemy.com/best-practices-corporate-budgeting/,True,50,0,0,9,Intermediate Level,2.0,Business Finance,2017-06-29,2017,2,June,0,1 : 3,20:50
2017-06-29,1258666,Financial Statement Auditing Cycles,https://www.udemy.com/financial-statement-auditing-cycles/,True,50,0,0,9,Intermediate Level,2.0,Business Finance,2017-06-29,2017,2,June,0,1 : 3,20:50
2017-05-01,1168172,Case studies on credit appraisal for bankers,https://www.udemy.com/case-studies-on-credit-appraisal-for-bankers/,True,20,0,0,15,Beginner Level,3.5,Business Finance,2017-05-01,2017,2,May,0,3 : 7,1:20
2017-07-03,1233314,Building a Balanced Scorecard,https://www.udemy.com/building-balanced-scorecard/,True,50,0,0,11,Intermediate Level,2.0,Business Finance,2017-07-03,2017,3,July,0,1 : 3,20:50
2017-07-05,1276182,Options Trading Foundation: Your journey to competency...,https://www.udemy.com/option-trading-foundation-your-journey-to-competency/,True,95,0,0,5,Intermediate Level,1.0,Business Finance,2017-07-05,2017,3,July,0,0 : 1,80:110
2017-07-06,1187084,Forex how traders beat the markest with little experience,https://www.udemy.com/forex-how-traders-beat-the-markest-with-little-experience/,True,100,0,0,16,All Levels,1.0,Business Finance,2017-07-06,2017,3,July,0,0 : 1,80:110
2017-07-02,1084454,CFA Level 2- Quantitative Methods,https://www.udemy.com/cfa-level-2-quantitative-methods/,True,40,0,0,35,All Levels,5.5,Business Finance,2017-07-02,2017,3,July,0,3 : 7,20:50
2016-07-27,885413,Foundations of Investing,https://www.udemy.com/foundations-of-investing/,True,40,0,0,18,Beginner Level,2.0,Business Finance,2016-07-27,2016,3,July,0,1 : 3,20:50
2014-03-11,178602,Capital Market Road Map,https://www.udemy.com/capital-market-road-map/,True,50,495,47,21,All Levels,4.0,Business Finance,2014-03-11,2014,1,March,24750,3 : 7,20:50
2015-09-12,601912,TRADING: 5K CHALLENGE,https://www.udemy.com/trading_course/,True,55,375,10,19,Intermediate Level,1.0,Business Finance,2015-09-12,2015,3,September,20625,0 : 1,50:80
2016-05-05,831170,CurrencyFair - Avoid Bank Charges when converting currencies,https://www.udemy.com/currencyfair-currency-exchange/,False,0,1730,34,11,All Levels,0.6666666666666666,Business Finance,2016-05-05,2016,2,May,0,0 : 1,free
2015-01-27,327788,Bitcoin - A Comprehensive Guide,https://www.udemy.com/bitcoin-a-comprehensive-guide/,True,20,283,13,35,All Levels,2.5,Business Finance,2015-01-27,2015,1,January,5660,1 : 3,1:20
2014-11-18,324656,Forex Trading,https://www.udemy.com/how-to-trade-forex/,True,95,136,14,25,All Levels,4.5,Business Finance,2014-11-18,2014,4,November,12920,3 : 7,80:110
2017-06-11,1220862,"The True ' Secret Sauce  For Stock Market Success""",https://www.udemy.com/stockmarketsuccesssecretsauce/,True,200,23,2,30,All Levels,3.0,Business Finance,2017-06-11,2017,2,June,4600,1 : 3,170:200
2015-03-06,403628,Bookkeeping to Command Senior Bookkeeping Wages,https://www.udemy.com/bookkeeping-to-command-senior-bookkeeping-wages/,True,55,683,16,58,All Levels,4.5,Business Finance,2015-03-06,2015,1,March,37565,3 : 7,50:80
2015-10-29,280842,Take Your Career to the Next Level with MBA Finance,https://www.udemy.com/take-your-career-to-the-next-level-with-mba-finance/,True,50,618,10,19,All Levels,2.0,Business Finance,2015-10-29,2015,4,October,30900,1 : 3,20:50
2014-12-19,306360,How to Read Financial Statements:  Build Financial Literacy.,https://www.udemy.com/learn-how-to-read-financial-statements/,True,25,188,10,20,Beginner Level,1.5,Business Finance,2014-12-19,2014,4,December,4700,1 : 3,20:50
2015-06-05,521234,Accounting Books of Accounts (College Level),https://www.udemy.com/books-of-accounts/,True,20,911,2,18,All Levels,1.5,Business Finance,2015-06-05,2015,2,June,18220,1 : 3,1:20
2014-11-04,327962,Forex Trading Profitably,https://www.udemy.com/learn-how-to-make-1000s-a-day-forex-trading-in-under-1-hour/,True,20,512,13,15,All Levels,0.6666666666666666,Business Finance,2014-11-04,2014,4,November,10240,0 : 1,1:20
2016-03-14,790034,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,https://www.udemy.com/how-to-trade-pump-and-dumps/,True,50,769,10,18,All Levels,2.0,Business Finance,2016-03-14,2016,1,March,38450,1 : 3,20:50
2015-01-29,400976,Bitcoin Trading 101,https://www.udemy.com/bitcoin-trading/,True,95,302,6,19,All Levels,2.0,Business Finance,2015-01-29,2015,1,January,28690,1 : 3,80:110
2016-07-22,892446,Visualizing Data,https://www.udemy.com/visualizing-data/,True,40,149,2,63,Intermediate Level,6.5,Business Finance,2016-07-22,2016,3,July,5960,3 : 7,20:50
2014-10-24,322118,IFRS Financial Reporting,https://www.udemy.com/ifrs-financial-reporting/,True,55,72,9,15,All Levels,3.5,Business Finance,2014-10-24,2014,4,October,3960,3 : 7,50:80
2016-12-14,1029062,Forex Trading System: Correlation EUR/GBP vs GBP/USD,https://www.udemy.com/forex-trading-correlation-strategy-eurgbp-gbpusd/,True,50,33,4,26,Intermediate Level,1.0,Business Finance,2016-12-14,2016,4,December,1650,0 : 1,20:50
2016-12-26,1048496,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",https://www.udemy.com/sap-crystal-reportsmaster-detailcross-tabsub-reports/,True,50,13,1,9,All Levels,2.0,Business Finance,2016-12-26,2016,4,December,650,1 : 3,20:50
2015-05-24,501502,Learn Financial Accounting Different,https://www.udemy.com/learn-financial-accounting-different/,True,20,79,1,58,All Levels,6.0,Business Finance,2015-05-24,2015,2,May,1580,3 : 7,1:20
2013-08-12,74004,CFA Level I Workshop 4: Fixed Income and Equity,https://www.udemy.com/cfa-workshop-4/,True,20,139,3,6,All Levels,1.5,Business Finance,2013-08-12,2013,3,August,2780,1 : 3,1:20
2014-06-30,226084,"IAS37 - Provisions, Contingents Liabilities & Assets",https://www.udemy.com/ias37-provisions-contingents-liabilities-assets/,False,0,2247,53,29,All Levels,4.0,Business Finance,2014-06-30,2014,2,June,0,3 : 7,free
2016-09-29,968056,What You Should Know to Become a Trader,https://www.udemy.com/what-you-should-know-to-become-a-trader/,True,125,17,2,14,All Levels,1.5,Business Finance,2016-09-29,2016,3,September,2125,1 : 3,110:140
2017-02-09,1107904,Financial Reporting A Comprehensive Study,https://www.udemy.com/financial-reporting-a-comprehensive-study/,True,50,45,1,72,All Levels,8.0,Business Finance,2017-02-09,2017,1,February,2250,7 : 12,20:50
2016-01-22,691180,An Abundance Mindset: How to Craft Yours,https://www.udemy.com/mindset-of-a-6-figure-income-earner-how-to-craft-yours/,True,50,33,4,40,Beginner Level,4.5,Business Finance,2016-01-22,2016,1,January,1650,3 : 7,20:50
2016-12-05,843536,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,https://www.udemy.com/forex-robot-trading-trend-is-our-friend-algo-trend/,True,120,54,11,12,All Levels,0.6,Business Finance,2016-12-05,2016,4,December,6480,0 : 1,110:140
2015-06-22,532836,How to Build a Massive Retirement Plan from Scratch!,https://www.udemy.com/take-the-bulletproof-401k-super-charger-rat-race-off-ramp/,True,200,1498,30,23,Beginner Level,2.0,Business Finance,2015-06-22,2015,2,June,299600,1 : 3,170:200
2015-05-05,493014,Financial modeling: Build a forward looking financial model,https://www.udemy.com/how-to-make-an-integrated-financial-model/,True,20,2317,44,22,All Levels,2.0,Business Finance,2015-05-05,2015,2,May,46340,1 : 3,1:20
2015-03-23,429662,Trend Following Stocks: A Complete Trading System,https://www.udemy.com/trend-following/,True,95,1202,76,64,Expert Level,3.5,Business Finance,2015-03-23,2015,1,March,114190,3 : 7,80:110
2015-05-25,510178,Accounting Bank Reconciliation Statement (College Level),https://www.udemy.com/bankreconciliationstatement/,True,20,2189,4,16,All Levels,1.5,Business Finance,2015-05-25,2015,2,May,43780,1 : 3,1:20
2016-11-12,1002282,Bitcoin - Ethereum: Trading -Watch me manage my own account!,https://www.udemy.com/bitcoin-tips/,True,165,431,58,22,All Levels,2.5,Business Finance,2016-11-12,2016,4,November,71115,1 : 3,140:170
2016-01-01,706670,FOREX : Learn Technical Analysis,https://www.udemy.com/learn-technical-analysis-from-beginner-to-pro/,True,200,1199,37,79,All Levels,18.0,Business Finance,2016-01-01,2016,1,January,239800,12 : 20,170:200
2014-08-05,275294,FastTrack to Stock Trading Strategies,https://www.udemy.com/fasttrack-to-stock-trading-strategies/,True,25,5685,5,12,All Levels,3.5,Business Finance,2014-08-05,2014,3,August,142125,3 : 7,20:50
2015-09-14,594936,Algorithmic futures trading - Investing with no experience,https://www.udemy.com/algorithmic-futures-trading/,True,195,1512,23,19,All Levels,1.5,Business Finance,2015-09-14,2015,3,September,294840,1 : 3,170:200
2015-06-19,521342,Succeed in Forex Even if You Don't Know Where to Start!,https://www.udemy.com/forex-trading-for-beginners-live-fx-examples/,True,200,1806,38,211,Beginner Level,19.5,Business Finance,2015-06-19,2015,2,June,361200,12 : 20,170:200
2016-04-28,828740,Hedge Fund Accounting and Valuation,https://www.udemy.com/hedge-fund-accounting-and-valuation/,True,20,668,10,11,All Levels,0.5666666666666667,Business Finance,2016-04-28,2016,2,April,13360,0 : 1,1:20
2015-05-28,501960,"Binary, Forex, Stock and Bitcoin Trading Strategy",https://www.udemy.com/binary-forex-stock-and-bitcoin-trading-strategy/,False,0,3757,70,14,All Levels,0.6166666666666667,Business Finance,2015-05-28,2015,2,May,0,0 : 1,free
2015-04-27,486240,2 Easy Steps To Investment And Avoiding Traps,https://www.udemy.com/easy-steps-to-investment/,True,20,828,1,20,All Levels,1.0,Business Finance,2015-04-27,2015,2,April,16560,0 : 1,1:20
2016-06-09,869652,Ethereum Course for Investors,https://www.udemy.com/how-to-purchase-store-and-profit-from-ethereuem/,True,40,111,20,11,All Levels,1.0,Business Finance,2016-06-09,2016,2,June,4440,0 : 1,20:50
2017-02-27,1095700,Using Xero for your bookkeeping needs  do beautiful business,https://www.udemy.com/xero-101/,True,95,39,6,28,Beginner Level,1.0,Business Finance,2017-02-27,2017,1,February,3705,0 : 1,80:110
2014-02-25,169662,Capital Market Immersion,https://www.udemy.com/capital-market-immersion/,True,195,613,33,142,All Levels,24.5,Business Finance,2014-02-25,2014,1,February,119535,+20,170:200
2016-12-21,1041522,Forex Trading :RSI Indicator-A Secret Weapon,https://www.udemy.com/forex-tradinglearn-rsi-indicator-to-trade-like-a-pro/,True,95,57,13,14,All Levels,1.5,Business Finance,2016-12-21,2016,4,December,5415,1 : 3,80:110
2015-11-02,657130,"Trading Mindset, and Three Steps To Profitable Trading",https://www.udemy.com/trading-mindset-steps-to-profitable-trading/,True,20,246,8,24,Beginner Level,1.5,Business Finance,2015-11-02,2015,4,November,4920,1 : 3,1:20
2016-03-12,774570,Professional Bookkeeping & Accounting 4:Trial Balance & More,https://www.udemy.com/professional-bookkeeping-accounting-4trial-balance-more/,True,35,83,8,21,All Levels,1.0,Business Finance,2016-03-12,2016,1,March,2905,0 : 1,20:50
2017-03-20,1078520,"Internal Controls - Design, Implementation and Monitoring",https://www.udemy.com/internal-controls/,True,195,62,6,27,Beginner Level,6.5,Business Finance,2017-03-20,2017,1,March,12090,3 : 7,170:200
2016-11-07,999262,Forex online live trading system (Special Offer),https://www.udemy.com/forex-trading-i-will-show-you-how-to-get-profit/,True,200,31,8,34,All Levels,5.5,Business Finance,2016-11-07,2016,4,November,6200,3 : 7,170:200
2013-10-09,100526,Winning Options Trading System,https://www.udemy.com/winning-options-trading-system/,True,105,367,11,24,All Levels,7.5,Business Finance,2013-10-09,2013,4,October,38535,7 : 12,80:110
2015-06-01,513046,Learn The ABC's Of Investing And Understanding True Financial Value,https://www.udemy.com/investing-101-guide/,True,20,3,0,8,All Levels,1.5,Business Finance,2015-06-01,2015,2,June,60,1 : 3,1:20
2015-09-15,309854,How to invest in Russian equity market,https://www.udemy.com/how-to-invest-in-russian-equity-market/,True,30,3,0,12,Intermediate Level,1.5,Business Finance,2015-09-15,2015,3,September,90,1 : 3,20:50
2015-09-04,580068,Handle difficult questions the bank manager will ask you,https://www.udemy.com/handle-difficult-questions-the-bank-manager-will-ask-you/,True,20,2,0,12,All Levels,1.0,Business Finance,2015-09-04,2015,3,September,40,0 : 1,1:20
2014-09-22,304410,Credit Control Procedures,https://www.udemy.com/credit-control/,True,20,3,0,6,All Levels,0.5666666666666667,Business Finance,2014-09-22,2014,3,September,60,0 : 1,1:20
2016-03-17,782256,FMT: Forex Market Trader Certificate,https://www.udemy.com/fmtcertificate/,True,20,1,0,27,All Levels,2.0,Business Finance,2016-03-17,2016,1,March,20,1 : 3,1:20
2016-05-11,826912,Six Stage Negotiation,https://www.udemy.com/six-stage-negotiation-for-cash-collection/,True,30,1,0,21,All Levels,2.5,Business Finance,2016-05-11,2016,2,May,30,1 : 3,20:50
2014-11-08,313512,Financial Reporting - Fundamentals/Basics,https://www.udemy.com/financial-reporting-fundamentals/,True,20,2,0,28,Beginner Level,2.5,Business Finance,2014-11-08,2014,4,November,40,1 : 3,1:20
2016-02-15,759262,Decide whether to Invest in a Business ,https://www.udemy.com/decide-whether-to-invest-in-a-business/,True,20,1,0,43,Beginner Level,1.0,Business Finance,2016-02-15,2016,1,February,20,0 : 1,1:20
2016-04-05,359926,UK Tax Returns with HMRC,https://www.udemy.com/corporation-tax-returns-hmrc/,True,40,2,0,11,Beginner Level,1.0,Business Finance,2016-04-05,2016,2,April,80,0 : 1,20:50
2017-06-20,591724,Financial Market Environment & Investment Strategies,https://www.udemy.com/financial-market-environment-investment-strategies/,True,105,1,0,25,All Levels,1.5,Business Finance,2017-06-20,2017,2,June,105,1 : 3,80:110
2015-11-17,533458,How to Obtain a Business Loan,https://www.udemy.com/how-to-obtain-a-business-loan/,True,20,1,1,12,All Levels,0.5666666666666667,Business Finance,2015-11-17,2015,4,November,20,0 : 1,1:20
2017-04-03,1064904,Evolution and Features of ETFs,https://www.udemy.com/evolution-and-features-of-etfs/,True,100,0,0,10,All Levels,0.7166666666666667,Business Finance,2017-04-03,2017,2,April,0,0 : 1,80:110
2015-04-24,484134,Cost Accounting Operating Costing(Professional Course Level),https://www.udemy.com/operating-costing/,True,20,731,2,8,All Levels,1.0,Business Finance,2015-04-24,2015,2,April,14620,0 : 1,1:20
2017-05-01,1046940,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),https://www.udemy.com/trade-rsi-breakout-strategy-great-riskreward-ratio-forex/,True,200,66,12,19,All Levels,2.0,Business Finance,2017-05-01,2017,2,May,13200,1 : 3,170:200
2017-03-02,1107954,"Day trading strategy for all level, with 72% success rate",https://www.udemy.com/1-shot-1kill/,True,95,51,9,15,All Levels,0.5333333333333333,Business Finance,2017-03-02,2017,1,March,4845,0 : 1,80:110
2015-03-26,455452,"Accounting, Finance and Banking - A Comprehensive Study",https://www.udemy.com/accounting-finance-and-banking-a-comprehensive-study/,True,180,507,36,395,All Levels,33.0,Business Finance,2015-03-26,2015,1,March,91260,+20,170:200
2017-06-27,1263966,Advanced Technical Analysis PART1!,https://www.udemy.com/advanced-technical-analysis-part1/,True,100,9,1,19,Intermediate Level,3.0,Business Finance,2017-06-27,2017,2,June,900,1 : 3,80:110
2015-11-03,658766,Advanced Financial Management for CA / CS / CFA /CPA Exams,https://www.udemy.com/advanced-financial-management-a-comprehensive-study/,True,150,375,15,194,All Levels,24.5,Business Finance,2015-11-03,2015,4,November,56250,+20,140:170
2016-08-11,927442,Learn the Foundations of Stocks and Options,https://www.udemy.com/learn-how-to-trade-stocks-and-options/,True,50,80,18,63,Beginner Level,7.5,Business Finance,2016-08-11,2016,3,August,4000,7 : 12,20:50
2016-10-09,972126,Forex Trading Masterclass - Learn To Trade Better,https://www.udemy.com/forex-market-masterclass/,True,200,152,7,30,All Levels,3.0,Business Finance,2016-10-09,2016,4,October,30400,1 : 3,170:200
2016-12-13,1031696,Introduction to Accounting - Analyzing Financial Statements,https://www.udemy.com/introduction-to-accounting-analyzing-financial-statements/,True,60,37,15,12,Intermediate Level,1.0,Business Finance,2016-12-13,2016,4,December,2220,0 : 1,50:80
2016-01-28,742106,Credit Risk Analysis,https://www.udemy.com/credit-specific-analysis/,True,20,194,24,19,Intermediate Level,3.5,Business Finance,2016-01-28,2016,1,January,3880,3 : 7,1:20
2014-11-28,355374,Fund Flow Analysis for CA / CFA / CPA Exams,https://www.udemy.com/learn-fund-flow-analysis/,True,25,1184,2,7,Intermediate Level,1.5,Business Finance,2014-11-28,2014,4,November,29600,1 : 3,20:50
2015-06-17,529828,Python for Trading & Investing,https://www.udemy.com/python-for-trading-investing/,True,95,638,25,36,All Levels,5.0,Business Finance,2015-06-17,2015,2,June,60610,3 : 7,80:110
2015-07-17,538560,Stocks For Beginners - A Guide To Investing,https://www.udemy.com/stocks-for-beginners-a-guide-to-investing/,True,20,64,15,14,Beginner Level,1.0,Business Finance,2015-07-17,2015,3,July,1280,0 : 1,1:20
2016-11-08,994666,Intro to Impact Investing,https://www.udemy.com/intro-to-impact-investing/,True,200,44,4,12,Beginner Level,0.5333333333333333,Business Finance,2016-11-08,2016,4,November,8800,0 : 1,170:200
2015-01-09,389108,Stock Market - Swing Trading Strategies for Wall Street,https://www.udemy.com/get-rich-to-a-millions-using-swing-trading-strategies/,True,50,814,9,5,All Levels,1.0,Business Finance,2015-01-09,2015,1,January,40700,0 : 1,20:50
2013-03-06,38456,Essential Options: Strategies for Mastering the Stock Market,https://www.udemy.com/essentialoptions/,True,50,211,9,27,Intermediate Level,5.0,Business Finance,2013-03-06,2013,1,March,10550,3 : 7,20:50
2014-08-21,282050,The Day Trader: Learn to Trade The Stock Market and Forex,https://www.udemy.com/day-trading-course/,True,20,768,23,54,All Levels,10.5,Business Finance,2014-08-21,2014,3,August,15360,7 : 12,1:20
2015-12-08,607800,Introduction To The World Of Equity Finance,https://www.udemy.com/equity-finance-basics/,True,20,29,9,32,All Levels,2.0,Business Finance,2015-12-08,2015,4,December,580,1 : 3,1:20
2016-04-28,832410,Stock Technical Analysis with Excel,https://www.udemy.com/stock-technical-analysis-with-excel/,True,50,156,16,41,All Levels,7.0,Business Finance,2016-04-28,2016,2,April,7800,3 : 7,20:50
2016-03-18,779000,Beginners Forex strategy,https://www.udemy.com/beginners-forex-strategy/,False,0,2144,47,20,Beginner Level,1.0,Business Finance,2016-03-18,2016,1,March,0,0 : 1,free
2014-03-13,180372,Mortgage Backed Securities,https://www.udemy.com/mortgage-backed-securities/,True,50,376,29,21,All Levels,3.5,Business Finance,2014-03-13,2014,1,March,18800,3 : 7,20:50
2015-03-19,429952,The Complete Financial Model Builder Course-Build 7 Models,https://www.udemy.com/the-complete-financial-model-builder-course-build-7-models/,True,75,214,20,88,All Levels,9.0,Business Finance,2015-03-19,2015,1,March,16050,7 : 12,50:80
2014-03-04,172898,Fundamental Financial Math,https://www.udemy.com/fundamental-financial-math/,True,50,406,13,15,All Levels,2.5,Business Finance,2014-03-04,2014,1,March,20300,1 : 3,20:50
2014-03-13,180360,Equity Swaps,https://www.udemy.com/equity-swaps/,True,50,394,25,18,All Levels,3.0,Business Finance,2014-03-13,2014,1,March,19700,1 : 3,20:50
2016-02-12,713416,Proven Methods In Trading Candlestick Patterns,https://www.udemy.com/candlestick-patterns-winning-the-day-trading-game/,True,75,438,10,22,All Levels,1.5,Business Finance,2016-02-12,2016,1,February,32850,1 : 3,50:80
2015-07-10,407658,Read financial statements as a stock investor,https://www.udemy.com/read-financial-statements-to-be-a-stock-investor/,True,20,56,8,18,Beginner Level,2.0,Business Finance,2015-07-10,2015,3,July,1120,1 : 3,1:20
2015-12-03,572992,Investing: How to Fix Hidden Flaws Inside Your Portfolio,https://www.udemy.com/investing-how-to-fix-hidden-flaws-inside-your-portfolio/,True,195,58,8,14,All Levels,1.0,Business Finance,2015-12-03,2015,4,December,11310,0 : 1,170:200
2014-04-24,192724,Certificate Program in Financial Accounting,https://www.udemy.com/certificate-program-in-financial-accounting/,True,50,1047,3,20,All Levels,4.5,Business Finance,2014-04-24,2014,2,April,52350,3 : 7,20:50
2015-04-24,469526,Trading Biotech Stocks - Understanding the Healthcare Sector,https://www.udemy.com/trading-biotech-stocks/,True,55,166,17,16,All Levels,1.5,Business Finance,2015-04-24,2015,2,April,9130,1 : 3,50:80
2016-05-20,854764,Indian Contract Act 1872: Must for all Finance Professionals,https://www.udemy.com/indian-contract-act-1872must-know-for-finance-professionals/,True,20,605,3,14,All Levels,1.0,Business Finance,2016-05-20,2016,2,May,12100,0 : 1,1:20
2016-05-27,754524,Fundraising Success: The Art & Science of Major Gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,True,50,38,9,25,Intermediate Level,2.5,Business Finance,2016-05-27,2016,2,May,1900,1 : 3,20:50
2016-05-24,851288,Smart Trading Techniques for Safe & Consistent Weekly Result,https://www.udemy.com/smart-trading-techniques-for-safe-consistent-weekly-result/,True,100,46,11,24,Intermediate Level,2.5,Business Finance,2016-05-24,2016,2,May,4600,1 : 3,80:110
2014-12-24,363058,Technical Trading and Investing Made Easy,https://www.udemy.com/technical-trading-and-investing-made-easy/,True,40,217,7,27,Intermediate Level,1.5,Business Finance,2014-12-24,2014,4,December,8680,1 : 3,20:50
2016-01-11,700080,Budgeting for Business,https://www.udemy.com/budgeting-for-business/,True,40,78,22,25,All Levels,2.5,Business Finance,2016-01-11,2016,1,January,3120,1 : 3,20:50
2015-12-04,637452,Complete Guide to Business Loans,https://www.udemy.com/complete-guide-to-business-loans/,True,30,35,4,35,Beginner Level,1.5,Business Finance,2015-12-04,2015,4,December,1050,1 : 3,20:50
2014-12-08,360916,Hot Trading Investing Strategy: ETF and Futures,https://www.udemy.com/learn-to-trade-stocks-and-futures-with-profitable-strategy/,True,50,80,10,13,All Levels,2.5,Business Finance,2014-12-08,2014,4,December,4000,1 : 3,20:50
2016-02-22,703770,MQL4 Programming for Traders: Build Robust Trading Robots!,https://www.udemy.com/algorithmic-trading-bootcamp-metatrader4/,True,195,1367,33,74,All Levels,7.0,Business Finance,2016-02-22,2016,1,February,266565,3 : 7,170:200
2015-11-03,602032,Ultimate Stock Market Investing: Learn How to Value Stocks,https://www.udemy.com/stock-investing/,True,50,1519,40,46,All Levels,3.5,Business Finance,2015-11-03,2015,4,November,75950,3 : 7,20:50
2015-04-13,475032,Collection of Advanced Options concepts for Options traders,https://www.udemy.com/advanced-options-concepts-for-options-stock-traders/,True,40,2025,34,9,Expert Level,1.0,Business Finance,2015-04-13,2015,2,April,81000,0 : 1,20:50
2017-03-13,925854,No Bull Investing: Investing 101 For Financial Freedom,https://www.udemy.com/no-bull-investing-investing-101-for-financial-freedom/,True,100,1213,12,25,Beginner Level,6.5,Business Finance,2017-03-13,2017,1,March,121300,3 : 7,80:110
2016-07-05,895936,Financial Modeling - Build Your Own 3 Statement Projection,https://www.udemy.com/financial-modelling-build-your-own-3-statement-projection/,True,20,1092,48,13,Beginner Level,1.0,Business Finance,2016-07-05,2016,3,July,21840,0 : 1,1:20
2015-01-20,399170,Small Business Owners: Drive a Productive Business and Grow,https://www.udemy.com/small-business-owners-drive-a-productive-business-and-grow/,True,20,5099,2,15,Beginner Level,3.0,Business Finance,2015-01-20,2015,1,January,101980,1 : 3,1:20
2017-05-24,1225564,Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,True,60,59,8,7,Expert Level,0.5833333333333334,Business Finance,2017-05-24,2017,2,May,3540,0 : 1,50:80
2014-10-05,294292,Technical Analysis 101: Ten Primary Candlestick Reversals,https://www.udemy.com/trading-stocks-successfully-01-ten-primary-reversal-patterns/,True,95,1741,85,84,All Levels,7.0,Business Finance,2014-10-05,2014,4,October,165395,3 : 7,80:110
2017-01-28,1000136,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",https://www.udemy.com/basics-of-fixed-income-valuation-cfa-level-i-2017-prep/,True,20,4,0,14,Beginner Level,3.5,Business Finance,2017-01-28,2017,1,January,80,3 : 7,1:20
2017-06-29,1232382,Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,True,50,1,0,9,Intermediate Level,1.5,Business Finance,2017-06-29,2017,2,June,50,1 : 3,20:50
2017-01-19,1058530,"How to Get Growing, Passive Income from the Fortune 500!",https://www.udemy.com/how-to-get-growing-passive-income-from-the-fortune-500/,True,25,4,0,12,All Levels,1.0,Business Finance,2017-01-19,2017,1,January,100,0 : 1,20:50
2017-06-22,994118,Managing Budgets in the Public and Non Profit Sector,https://www.udemy.com/managing-budgets-in-the-public-and-non-profit-sector/,True,95,4,0,20,All Levels,2.0,Business Finance,2017-06-22,2017,2,June,380,1 : 3,80:110
2015-09-25,621014,System of Asset Management for Professionals (SAMP),https://www.udemy.com/professional_asset_management_system/,True,50,8,1,8,Expert Level,1.0,Business Finance,2015-09-25,2015,3,September,400,0 : 1,20:50
2015-11-21,673750,How to invest in Forex Trading & add an additional income,https://www.udemy.com/forex-truth-fundamentals-and-understanding/,True,50,8,2,14,All Levels,2.0,Business Finance,2015-11-21,2015,4,November,400,1 : 3,20:50
2015-02-18,390510,Tax made simple for Limited Company Owners and Contractors,https://www.udemy.com/tax-made-simple-for-limited-company-owners-and-contractors/,True,50,11,0,57,All Levels,3.0,Business Finance,2015-02-18,2015,1,February,550,1 : 3,20:50
2014-08-16,282044,Introduction to the 8 Pillars for Accountants,https://www.udemy.com/8-pillars-for-accountants-introduction/,True,20,18,0,33,Beginner Level,0.6166666666666667,Business Finance,2014-08-16,2014,3,August,360,0 : 1,1:20
2013-12-01,118836,FX Trading for Beginners,https://www.udemy.com/fx-trading-for-beginners/,True,20,16,0,22,All Levels,1.5,Business Finance,2013-12-01,2013,4,December,320,1 : 3,1:20
2016-07-10,849632,Write a Successful Business Grant Proposal,https://www.udemy.com/write-a-successful-business-grant-proposal/,True,20,6,0,23,Beginner Level,2.5,Business Finance,2016-07-10,2016,3,July,120,1 : 3,1:20
2016-07-18,904240,A Guide To Trade Binary Options Like An Expert,https://www.udemy.com/a-guide-to-trade-binary-options-like-an-expert/,True,55,4,0,21,All Levels,1.0,Business Finance,2016-07-18,2016,3,July,220,0 : 1,50:80
2017-04-12,1165780,Ratio analysis for bankers and credit analysts,https://www.udemy.com/ratio-analysis-for-bankers-and-credit-analysts/,True,20,1,0,13,Beginner Level,3.0,Business Finance,2017-04-12,2017,2,April,20,1 : 3,1:20
2014-09-22,304424,Numbers for the  Business Plan,https://www.udemy.com/numbers-for-the-business-plan/,True,20,210,1,12,All Levels,1.5,Business Finance,2014-09-22,2014,3,September,4200,1 : 3,1:20
